country,year,age,sex,suicides_no,population
United Kingdom,2003,15-24 years,female,91,3718206
United Kingdom,2003,5-14 years,female,2,3677964
United Kingdom,2003,5-14 years,male,2,3868048
United Kingdom,2004,35-54 years,male,1422,8324962
United Kingdom,2004,25-34 years,male,599,3960327
United Kingdom,2004,75+ years,male,221,1713028
United Kingdom,2004,55-74 years,male,601,5755684
United Kingdom,2004,15-24 years,male,315,3953382
United Kingdom,2004,35-54 years,female,423,8494403
United Kingdom,2004,75+ years,female,115,2829135
United Kingdom,2004,55-74 years,female,244,6170678
United Kingdom,2004,25-34 years,female,150,3993258
United Kingdom,2004,15-24 years,female,88,3785230
United Kingdom,2004,5-14 years,male,4,3832497
United Kingdom,2004,5-14 years,female,1,3642427
United Kingdom,2005,35-54 years,male,1359,8397155
United Kingdom,2005,25-34 years,male,563,3951996
United Kingdom,2005,75+ years,male,215,1749520
United Kingdom,2005,55-74 years,male,617,5831367
United Kingdom,2005,15-24 years,male,296,4029567
United Kingdom,2005,35-54 years,female,405,8555323
United Kingdom,2005,25-34 years,female,162,3983494
United Kingdom,2005,55-74 years,female,237,6236531
United Kingdom,2005,75+ years,female,97,2844822
United Kingdom,2005,15-24 years,female,88,3856149
United Kingdom,2005,5-14 years,female,4,3591721
United Kingdom,2005,5-14 years,male,4,3781379
United Kingdom,2006,35-54 years,male,1457,8462315
United Kingdom,2006,25-34 years,male,562,3940414
United Kingdom,2006,55-74 years,male,656,5891585
United Kingdom,2006,75+ years,male,199,1792119
United Kingdom,2006,15-24 years,male,308,4108191
United Kingdom,2006,35-54 years,female,397,8633179
United Kingdom,2006,55-74 years,female,238,6287636
United Kingdom,2006,25-34 years,female,138,3955936
United Kingdom,2006,75+ years,female,86,2866699
United Kingdom,2006,15-24 years,female,74,3911869
United Kingdom,2006,5-14 years,male,4,3709139
United Kingdom,2006,5-14 years,female,3,3532047
United Kingdom,2007,35-54 years,male,1332,8519029
United Kingdom,2007,25-34 years,male,547,3935970
United Kingdom,2007,75+ years,male,214,1834466
United Kingdom,2007,55-74 years,male,613,5943853
United Kingdom,2007,15-24 years,male,309,4193170
United Kingdom,2007,35-54 years,female,354,8709169
United Kingdom,2007,55-74 years,female,230,6345128
United Kingdom,2007,25-34 years,female,132,3923507
United Kingdom,2007,75+ years,female,82,2886921
United Kingdom,2007,15-24 years,female,70,3963103
United Kingdom,2007,5-14 years,male,10,3648686
United Kingdom,2007,5-14 years,female,4,3479755
United Kingdom,2008,35-54 years,male,1441,8559778
United Kingdom,2008,25-34 years,male,617,3984635
United Kingdom,2008,75+ years,male,221,1873437
United Kingdom,2008,55-74 years,male,692,6013042
United Kingdom,2008,15-24 years,male,323,4214828
United Kingdom,2008,35-54 years,female,420,8751380
United Kingdom,2008,25-34 years,female,156,3915840
United Kingdom,2008,55-74 years,female,207,6414224
United Kingdom,2008,75+ years,female,88,2901507
United Kingdom,2008,15-24 years,female,81,4000750
United Kingdom,2008,5-14 years,female,7,3443457
United Kingdom,2008,5-14 years,male,6,3610494
United Kingdom,2009,35-54 years,male,1542,8582671
United Kingdom,2009,25-34 years,male,564,4047103
United Kingdom,2009,55-74 years,male,676,6096376
United Kingdom,2009,75+ years,male,195,1911370
United Kingdom,2009,15-24 years,male,332,4210903
United Kingdom,2009,35-54 years,female,387,8778984
United Kingdom,2009,55-74 years,female,229,6497453
United Kingdom,2009,25-34 years,female,133,3946153
United Kingdom,2009,75+ years,female,97,2915785
United Kingdom,2009,15-24 years,female,84,4009556
United Kingdom,2009,5-14 years,male,4,3591283
United Kingdom,2009,5-14 years,female,3,3425922
United Kingdom,2010,35-54 years,male,1444,8592781
United Kingdom,2010,25-34 years,male,513,4128369
United Kingdom,2010,75+ years,male,227,1960939
United Kingdom,2010,55-74 years,male,696,6171080
United Kingdom,2010,15-24 years,male,344,4225926
United Kingdom,2010,35-54 years,female,400,8788212
United Kingdom,2010,55-74 years,female,232,6570278
United Kingdom,2010,25-34 years,female,133,4012797
United Kingdom,2010,75+ years,female,89,2944062
United Kingdom,2010,15-24 years,female,106,3995780
United Kingdom,2010,5-14 years,female,3,3426430
United Kingdom,2010,5-14 years,male,1,3586875
United Kingdom,2011,35-54 years,male,1611,8617712
United Kingdom,2011,25-34 years,male,553,4222804
United Kingdom,2011,55-74 years,male,708,6253024
United Kingdom,2011,75+ years,male,207,2013814
United Kingdom,2011,15-24 years,male,346,4236989
United Kingdom,2011,35-54 years,female,417,8790957
United Kingdom,2011,55-74 years,female,235,6652911
United Kingdom,2011,25-34 years,female,134,4094631
United Kingdom,2011,15-24 years,female,100,4001855
United Kingdom,2011,75+ years,female,70,2973876
United Kingdom,2011,5-14 years,male,8,3594112
United Kingdom,2011,5-14 years,female,4,3429167
United Kingdom,2012,35-54 years,male,1587,8673006
United Kingdom,2012,25-34 years,male,597,4261254
United Kingdom,2012,55-74 years,male,739,6392214
United Kingdom,2012,75+ years,male,215,2043034
United Kingdom,2012,15-24 years,male,364,4204765
United Kingdom,2012,35-54 years,female,403,8852151
United Kingdom,2012,25-34 years,female,153,4296499
United Kingdom,2012,55-74 years,female,211,6737405
United Kingdom,2012,75+ years,female,93,2976921
United Kingdom,2012,15-24 years,female,70,4054017
United Kingdom,2012,5-14 years,male,10,3695552
United Kingdom,2012,5-14 years,female,2,3521812
United Kingdom,2013,35-54 years,male,1743,8656572
United Kingdom,2013,55-74 years,male,908,6488882
United Kingdom,2013,25-34 years,male,586,4320298
United Kingdom,2013,75+ years,male,258,2096518
United Kingdom,2013,15-24 years,male,331,4180873
United Kingdom,2013,35-54 years,female,449,8837469
United Kingdom,2013,75+ years,female,103,3004685
United Kingdom,2013,55-74 years,female,232,6839180
United Kingdom,2013,25-34 years,female,124,4356539
United Kingdom,2013,15-24 years,female,81,4017291
United Kingdom,2013,5-14 years,male,5,3734237
United Kingdom,2013,5-14 years,female,4,3559249
United Kingdom,2014,35-54 years,male,1692,8665195
United Kingdom,2014,25-34 years,male,602,4360457
United Kingdom,2014,55-74 years,male,827,6597480
United Kingdom,2014,75+ years,male,257,2158742
United Kingdom,2014,15-24 years,male,332,4171187
United Kingdom,2014,35-54 years,female,462,8850139
United Kingdom,2014,55-74 years,female,262,6952444
United Kingdom,2014,25-34 years,female,155,4388346
United Kingdom,2014,75+ years,female,83,3052672
United Kingdom,2014,15-24 years,female,103,3992566
United Kingdom,2014,5-14 years,male,7,3778321
United Kingdom,2014,5-14 years,female,6,3602933
United Kingdom,2015,35-54 years,male,1579,8692440
United Kingdom,2015,25-34 years,male,596,4408293
United Kingdom,2015,55-74 years,male,906,6716557
United Kingdom,2015,75+ years,male,273,2200958
United Kingdom,2015,15-24 years,male,374,4151992
United Kingdom,2015,35-54 years,female,473,8881944
United Kingdom,2015,55-74 years,female,306,7075576
United Kingdom,2015,25-34 years,female,181,4414464
United Kingdom,2015,75+ years,female,108,3070457
United Kingdom,2015,15-24 years,female,104,3966564
United Kingdom,2015,5-14 years,female,6,3663221
United Kingdom,2015,5-14 years,male,4,3840476
Uzbekistan,1990,35-54 years,male,343,1491700
Uzbekistan,1990,55-74 years,male,129,660200
Uzbekistan,1990,25-34 years,male,283,1638100
Uzbekistan,1990,75+ years,male,20,118300
Uzbekistan,1990,75+ years,female,27,218400
Uzbekistan,1990,15-24 years,male,191,1955700
Uzbekistan,1990,55-74 years,female,77,856800
Uzbekistan,1990,35-54 years,female,105,1507400
Uzbekistan,1990,15-24 years,female,135,1956300
Uzbekistan,1990,25-34 years,female,87,1664200
Uzbekistan,1990,5-14 years,male,42,2574400
Uzbekistan,1990,5-14 years,female,20,2524200
Uzbekistan,1991,35-54 years,male,353,1510300
Uzbekistan,1991,55-74 years,male,119,668000
Uzbekistan,1991,25-34 years,male,289,1648400
Uzbekistan,1991,75+ years,male,20,115500
Uzbekistan,1991,75+ years,female,30,216200
Uzbekistan,1991,15-24 years,male,209,1970700
Uzbekistan,1991,55-74 years,female,57,856200
Uzbekistan,1991,15-24 years,female,117,1965200
Uzbekistan,1991,35-54 years,female,71,1531100
Uzbekistan,1991,25-34 years,female,72,1684500
Uzbekistan,1991,5-14 years,male,49,2615200
Uzbekistan,1991,5-14 years,female,7,2566500
Uzbekistan,1992,35-54 years,male,308,1586100
Uzbekistan,1992,75+ years,male,19,125500
Uzbekistan,1992,55-74 years,male,105,701800
Uzbekistan,1992,25-34 years,male,258,1741600
Uzbekistan,1992,75+ years,female,29,232900
Uzbekistan,1992,15-24 years,male,257,2079600
Uzbekistan,1992,55-74 years,female,57,912800
Uzbekistan,1992,15-24 years,female,108,2081800
Uzbekistan,1992,25-34 years,female,81,1769700
Uzbekistan,1992,35-54 years,female,65,1603900
Uzbekistan,1992,5-14 years,male,49,2737500
Uzbekistan,1992,5-14 years,female,8,2683800
Uzbekistan,1993,35-54 years,male,332,1635000
Uzbekistan,1993,75+ years,male,19,113000
Uzbekistan,1993,25-34 years,male,278,1714500
Uzbekistan,1993,55-74 years,male,111,730700
Uzbekistan,1993,75+ years,female,23,220200
Uzbekistan,1993,15-24 years,male,218,2098300
Uzbekistan,1993,55-74 years,female,60,917800
Uzbekistan,1993,15-24 years,female,117,2084700
Uzbekistan,1993,25-34 years,female,83,1763900
Uzbekistan,1993,35-54 years,female,60,1656100
Uzbekistan,1993,5-14 years,male,47,2817200
Uzbekistan,1993,5-14 years,female,7,2757900
Uzbekistan,1994,35-54 years,male,374,1737700
Uzbekistan,1994,55-74 years,male,151,786400
Uzbekistan,1994,25-34 years,male,264,1703700
Uzbekistan,1994,75+ years,female,25,204700
Uzbekistan,1994,15-24 years,male,246,2158200
Uzbekistan,1994,75+ years,male,10,95300
Uzbekistan,1994,55-74 years,female,53,940400
Uzbekistan,1994,15-24 years,female,110,2132800
Uzbekistan,1994,25-34 years,female,77,1759900
Uzbekistan,1994,35-54 years,female,74,1774300
Uzbekistan,1994,5-14 years,male,32,2960900
Uzbekistan,1994,5-14 years,female,3,2890400
Uzbekistan,1995,35-54 years,male,423,1817200
Uzbekistan,1995,55-74 years,male,171,811900
Uzbekistan,1995,25-34 years,male,275,1714800
Uzbekistan,1995,75+ years,male,11,92900
Uzbekistan,1995,15-24 years,male,236,2206700
Uzbekistan,1995,75+ years,female,15,199900
Uzbekistan,1995,55-74 years,female,64,957100
Uzbekistan,1995,25-34 years,female,80,1772700
Uzbekistan,1995,35-54 years,female,77,1856300
Uzbekistan,1995,15-24 years,female,88,2170200
Uzbekistan,1995,5-14 years,male,38,3038700
Uzbekistan,1995,5-14 years,female,7,2960600
Uzbekistan,1996,35-54 years,male,496,1864100
Uzbekistan,1996,55-74 years,male,195,819300
Uzbekistan,1996,25-34 years,male,334,1725200
Uzbekistan,1996,75+ years,male,12,92400
Uzbekistan,1996,15-24 years,male,255,2231200
Uzbekistan,1996,75+ years,female,18,199600
Uzbekistan,1996,55-74 years,female,55,959900
Uzbekistan,1996,25-34 years,female,99,1783300
Uzbekistan,1996,15-24 years,female,111,2192000
Uzbekistan,1996,35-54 years,female,74,1906900
Uzbekistan,1996,5-14 years,male,40,3080500
Uzbekistan,1996,5-14 years,female,10,3000100
Uzbekistan,1997,35-54 years,male,415,1958400
Uzbekistan,1997,55-74 years,male,165,832200
Uzbekistan,1997,25-34 years,male,298,1751200
Uzbekistan,1997,75+ years,male,13,93200
Uzbekistan,1997,15-24 years,male,278,2279700
Uzbekistan,1997,75+ years,female,13,202000
Uzbekistan,1997,15-24 years,female,120,2240100
Uzbekistan,1997,25-34 years,female,88,1803700
Uzbekistan,1997,55-74 years,female,44,961600
Uzbekistan,1997,35-54 years,female,74,2011500
Uzbekistan,1997,5-14 years,male,37,3159000
Uzbekistan,1997,5-14 years,female,9,3071700
Uzbekistan,1998,35-54 years,male,460,2062500
Uzbekistan,1998,55-74 years,male,160,832800
Uzbekistan,1998,25-34 years,male,302,1782600
Uzbekistan,1998,75+ years,male,11,94200
Uzbekistan,1998,15-24 years,male,266,2334400
Uzbekistan,1998,15-24 years,female,152,2298600
Uzbekistan,1998,75+ years,female,12,204400
Uzbekistan,1998,25-34 years,female,94,1823300
Uzbekistan,1998,55-74 years,female,42,950300
Uzbekistan,1998,35-54 years,female,61,2129600
Uzbekistan,1998,5-14 years,male,53,3222800
Uzbekistan,1998,5-14 years,female,7,3125700
Uzbekistan,1999,35-54 years,male,491,2177216
Uzbekistan,1999,25-34 years,male,361,1811725
Uzbekistan,1999,55-74 years,male,123,818124
Uzbekistan,1999,15-24 years,male,328,2406752
Uzbekistan,1999,75+ years,male,13,98024
Uzbekistan,1999,15-24 years,female,163,2369338
Uzbekistan,1999,75+ years,female,13,209948
Uzbekistan,1999,25-34 years,female,98,1842587
Uzbekistan,1999,55-74 years,female,39,923365
Uzbekistan,1999,35-54 years,female,89,2257145
Uzbekistan,1999,5-14 years,male,59,3260451
Uzbekistan,1999,5-14 years,female,18,3155241
Uzbekistan,2000,35-54 years,male,528,2289656
Uzbekistan,2000,25-34 years,male,355,1843476
Uzbekistan,2000,55-74 years,male,153,802122
Uzbekistan,2000,15-24 years,male,350,2492264
Uzbekistan,2000,75+ years,male,12,104358
Uzbekistan,2000,75+ years,female,19,217711
Uzbekistan,2000,15-24 years,female,180,2451893
Uzbekistan,2000,25-34 years,female,106,1864696
Uzbekistan,2000,55-74 years,female,48,896059
Uzbekistan,2000,35-54 years,female,98,2381166
Uzbekistan,2000,5-14 years,male,57,3279407
Uzbekistan,2000,5-14 years,female,13,3166259
Uzbekistan,2001,35-54 years,male,513,2389813
Uzbekistan,2001,25-34 years,male,377,1884542
Uzbekistan,2001,55-74 years,male,130,792247
Uzbekistan,2001,15-24 years,male,363,2580294
Uzbekistan,2001,75+ years,male,15,112545
Uzbekistan,2001,75+ years,female,16,223250
Uzbekistan,2001,15-24 years,female,176,2538466
Uzbekistan,2001,25-34 years,female,109,1895215
Uzbekistan,2001,55-74 years,female,40,881227
Uzbekistan,2001,35-54 years,female,93,2492917
Uzbekistan,2001,5-14 years,male,64,3281449
Uzbekistan,2001,5-14 years,female,18,3159562
Uzbekistan,2002,35-54 years,male,398,2474921
Uzbekistan,2002,25-34 years,male,288,1927000
Uzbekistan,2002,75+ years,male,17,123916
Uzbekistan,2002,55-74 years,male,100,789412
Uzbekistan,2002,15-24 years,male,325,2672936
Uzbekistan,2002,75+ years,female,14,230394
Uzbekistan,2002,25-34 years,female,107,1930142
Uzbekistan,2002,15-24 years,female,141,2627925
Uzbekistan,2002,35-54 years,female,91,2586025
Uzbekistan,2002,55-74 years,female,27,877155
Uzbekistan,2002,5-14 years,male,49,3260824
Uzbekistan,2002,5-14 years,female,19,3131606
Uzbekistan,2003,35-54 years,male,385,2557625
Uzbekistan,2003,25-34 years,male,259,1966790
Uzbekistan,2003,55-74 years,male,100,790059
Uzbekistan,2003,75+ years,male,13,134173
Uzbekistan,2003,15-24 years,male,235,2762675
Uzbekistan,2003,15-24 years,female,151,2713618
Uzbekistan,2003,25-34 years,female,99,1962726
Uzbekistan,2003,75+ years,female,10,237495
Uzbekistan,2003,55-74 years,female,31,877339
Uzbekistan,2003,35-54 years,female,77,2675118
Uzbekistan,2003,5-14 years,male,45,3219722
Uzbekistan,2003,5-14 years,female,11,3085543
Uzbekistan,2004,35-54 years,male,350,2639741
Uzbekistan,2004,25-34 years,male,234,2012929
Uzbekistan,2004,55-74 years,male,84,792630
Uzbekistan,2004,15-24 years,male,237,2836903
Uzbekistan,2004,75+ years,male,9,145877
Uzbekistan,2004,15-24 years,female,137,2782222
Uzbekistan,2004,75+ years,female,10,247300
Uzbekistan,2004,25-34 years,female,69,2003119
Uzbekistan,2004,35-54 years,female,70,2761019
Uzbekistan,2004,55-74 years,female,18,880059
Uzbekistan,2004,5-14 years,male,29,3167129
Uzbekistan,2004,5-14 years,female,4,3031913
Uzbekistan,2005,35-54 years,male,362,2712283
Uzbekistan,2005,55-74 years,male,94,808793
Uzbekistan,2005,25-34 years,male,238,2060925
Uzbekistan,2005,75+ years,male,13,154634
Uzbekistan,2005,15-24 years,male,184,2907415
Uzbekistan,2005,15-24 years,female,114,2846661
Uzbekistan,2005,25-34 years,female,69,2045225
Uzbekistan,2005,35-54 years,female,79,2836489
Uzbekistan,2005,75+ years,female,7,255163
Uzbekistan,2005,55-74 years,female,21,896756
Uzbekistan,2005,5-14 years,male,30,3105255
Uzbekistan,2005,5-14 years,female,10,2970748
Uzbekistan,2009,35-54 years,male,404,3072025
Uzbekistan,2009,25-34 years,male,252,2295850
Uzbekistan,2009,55-74 years,male,81,985960
Uzbekistan,2009,15-24 years,male,242,3176656
Uzbekistan,2009,15-24 years,female,186,3079271
Uzbekistan,2009,25-34 years,female,85,2313972
Uzbekistan,2009,75+ years,male,7,192006
Uzbekistan,2009,75+ years,female,7,318983
Uzbekistan,2009,35-54 years,female,65,3263931
Uzbekistan,2009,55-74 years,female,15,1105076
Uzbekistan,2009,5-14 years,male,37,2805898
Uzbekistan,2009,5-14 years,female,18,2678474
Uzbekistan,2010,35-54 years,male,371,3142694
Uzbekistan,2010,25-34 years,male,235,2375259
Uzbekistan,2010,55-74 years,male,102,1036963
Uzbekistan,2010,15-24 years,male,246,3208299
Uzbekistan,2010,15-24 years,female,208,3098743
Uzbekistan,2010,75+ years,male,9,196160
Uzbekistan,2010,25-34 years,female,93,2391172
Uzbekistan,2010,35-54 years,female,101,3339076
Uzbekistan,2010,5-14 years,male,48,2751752
Uzbekistan,2010,75+ years,female,5,322899
Uzbekistan,2010,55-74 years,female,16,1161422
Uzbekistan,2010,5-14 years,female,30,2627344
Uzbekistan,2011,35-54 years,male,457,3204569
Uzbekistan,2011,25-34 years,male,271,2457050
Uzbekistan,2011,15-24 years,male,264,3211080
Uzbekistan,2011,15-24 years,female,248,3092119
Uzbekistan,2011,55-74 years,male,76,1086405
Uzbekistan,2011,25-34 years,female,139,2469295
Uzbekistan,2011,75+ years,male,10,204956
Uzbekistan,2011,35-54 years,female,78,3404363
Uzbekistan,2011,5-14 years,male,45,2710780
Uzbekistan,2011,55-74 years,female,19,1218296
Uzbekistan,2011,75+ years,female,5,330662
Uzbekistan,2011,5-14 years,female,28,2588474
Uzbekistan,2012,35-54 years,male,404,3273281
Uzbekistan,2012,55-74 years,male,133,1141487
Uzbekistan,2012,25-34 years,male,290,2548472
Uzbekistan,2012,15-24 years,female,333,3072826
Uzbekistan,2012,15-24 years,male,311,3199204
Uzbekistan,2012,75+ years,male,15,213713
Uzbekistan,2012,25-34 years,female,148,2556673
Uzbekistan,2012,35-54 years,female,89,3474788
Uzbekistan,2012,5-14 years,male,67,2701361
Uzbekistan,2012,55-74 years,female,25,1283060
Uzbekistan,2012,75+ years,female,4,338557
Uzbekistan,2012,5-14 years,female,16,2578408
Uzbekistan,2013,35-54 years,male,481,3346411
Uzbekistan,2013,25-34 years,male,328,2644648
Uzbekistan,2013,15-24 years,female,323,3039740
Uzbekistan,2013,15-24 years,male,320,3171202
Uzbekistan,2013,55-74 years,male,119,1202790
Uzbekistan,2013,75+ years,male,13,221002
Uzbekistan,2013,25-34 years,female,146,2647820
Uzbekistan,2013,35-54 years,female,99,3547895
Uzbekistan,2013,75+ years,female,8,345180
Uzbekistan,2013,5-14 years,male,61,2720938
Uzbekistan,2013,55-74 years,female,21,1356298
Uzbekistan,2013,5-14 years,female,31,2595000
Uzbekistan,2014,35-54 years,male,519,3421300
Uzbekistan,2014,25-34 years,male,318,2739150
Uzbekistan,2014,15-24 years,female,347,2992817
Uzbekistan,2014,55-74 years,male,144,1271111
Uzbekistan,2014,15-24 years,male,347,3126905
Uzbekistan,2014,75+ years,male,17,224995
Uzbekistan,2014,25-34 years,female,162,2735238
Uzbekistan,2014,35-54 years,female,107,3620833
Uzbekistan,2014,75+ years,female,9,348465
Uzbekistan,2014,5-14 years,male,60,2762158
Uzbekistan,2014,5-14 years,female,44,2631600
Uzbekistan,2014,55-74 years,female,21,1438935
