"","country","year","age","sex","suicides_no","population"
"873","United Kingdom",2003,"5-14 years","female",2,3677964
"874","United Kingdom",2003,"5-14 years","male",2,3868048
"875","United Kingdom",2004,"35-54 years","male",1422,8324962
"876","United Kingdom",2004,"25-34 years","male",599,3960327
"877","United Kingdom",2004,"75+ years","male",221,1713028
"878","United Kingdom",2004,"55-74 years","male",601,5755684
"879","United Kingdom",2004,"15-24 years","male",315,3953382
"880","United Kingdom",2004,"35-54 years","female",423,8494403
"881","United Kingdom",2004,"75+ years","female",115,2829135
"882","United Kingdom",2004,"55-74 years","female",244,6170678
"883","United Kingdom",2004,"25-34 years","female",150,3993258
"884","United Kingdom",2004,"15-24 years","female",88,3785230
"885","United Kingdom",2004,"5-14 years","male",4,3832497
"886","United Kingdom",2004,"5-14 years","female",1,3642427
"887","United Kingdom",2005,"35-54 years","male",1359,8397155
"888","United Kingdom",2005,"25-34 years","male",563,3951996
"889","United Kingdom",2005,"75+ years","male",215,1749520
"890","United Kingdom",2005,"55-74 years","male",617,5831367
"891","United Kingdom",2005,"15-24 years","male",296,4029567
"892","United Kingdom",2005,"35-54 years","female",405,8555323
"893","United Kingdom",2005,"25-34 years","female",162,3983494
"894","United Kingdom",2005,"55-74 years","female",237,6236531
"895","United Kingdom",2005,"75+ years","female",97,2844822
"896","United Kingdom",2005,"15-24 years","female",88,3856149
"897","United Kingdom",2005,"5-14 years","female",4,3591721
"898","United Kingdom",2005,"5-14 years","male",4,3781379
"899","United Kingdom",2006,"35-54 years","male",1457,8462315
"900","United Kingdom",2006,"25-34 years","male",562,3940414
"901","United Kingdom",2006,"55-74 years","male",656,5891585
"902","United Kingdom",2006,"75+ years","male",199,1792119
"903","United Kingdom",2006,"15-24 years","male",308,4108191
"904","United Kingdom",2006,"35-54 years","female",397,8633179
"905","United Kingdom",2006,"55-74 years","female",238,6287636
"906","United Kingdom",2006,"25-34 years","female",138,3955936
"907","United Kingdom",2006,"75+ years","female",86,2866699
"908","United Kingdom",2006,"15-24 years","female",74,3911869
"909","United Kingdom",2006,"5-14 years","male",4,3709139
"910","United Kingdom",2006,"5-14 years","female",3,3532047
"911","United Kingdom",2007,"35-54 years","male",1332,8519029
"912","United Kingdom",2007,"25-34 years","male",547,3935970
"913","United Kingdom",2007,"75+ years","male",214,1834466
"914","United Kingdom",2007,"55-74 years","male",613,5943853
"915","United Kingdom",2007,"15-24 years","male",309,4193170
"916","United Kingdom",2007,"35-54 years","female",354,8709169
"917","United Kingdom",2007,"55-74 years","female",230,6345128
"918","United Kingdom",2007,"25-34 years","female",132,3923507
"919","United Kingdom",2007,"75+ years","female",82,2886921
"920","United Kingdom",2007,"15-24 years","female",70,3963103
"921","United Kingdom",2007,"5-14 years","male",10,3648686
"922","United Kingdom",2007,"5-14 years","female",4,3479755
"923","United Kingdom",2008,"35-54 years","male",1441,8559778
"924","United Kingdom",2008,"25-34 years","male",617,3984635
"925","United Kingdom",2008,"75+ years","male",221,1873437
"926","United Kingdom",2008,"55-74 years","male",692,6013042
"927","United Kingdom",2008,"15-24 years","male",323,4214828
"928","United Kingdom",2008,"35-54 years","female",420,8751380
"929","United Kingdom",2008,"25-34 years","female",156,3915840
"930","United Kingdom",2008,"55-74 years","female",207,6414224
"931","United Kingdom",2008,"75+ years","female",88,2901507
"932","United Kingdom",2008,"15-24 years","female",81,4000750
"933","United Kingdom",2008,"5-14 years","female",7,3443457
"934","United Kingdom",2008,"5-14 years","male",6,3610494
"935","United Kingdom",2009,"35-54 years","male",1542,8582671
"936","United Kingdom",2009,"25-34 years","male",564,4047103
"937","United Kingdom",2009,"55-74 years","male",676,6096376
"938","United Kingdom",2009,"75+ years","male",195,1911370
"939","United Kingdom",2009,"15-24 years","male",332,4210903
"940","United Kingdom",2009,"35-54 years","female",387,8778984
"941","United Kingdom",2009,"55-74 years","female",229,6497453
"942","United Kingdom",2009,"25-34 years","female",133,3946153
"943","United Kingdom",2009,"75+ years","female",97,2915785
"944","United Kingdom",2009,"15-24 years","female",84,4009556
"945","United Kingdom",2009,"5-14 years","male",4,3591283
"946","United Kingdom",2009,"5-14 years","female",3,3425922
"947","United Kingdom",2010,"35-54 years","male",1444,8592781
"948","United Kingdom",2010,"25-34 years","male",513,4128369
"949","United Kingdom",2010,"75+ years","male",227,1960939
"950","United Kingdom",2010,"55-74 years","male",696,6171080
"951","United Kingdom",2010,"15-24 years","male",344,4225926
"952","United Kingdom",2010,"35-54 years","female",400,8788212
"953","United Kingdom",2010,"55-74 years","female",232,6570278
"954","United Kingdom",2010,"25-34 years","female",133,4012797
"955","United Kingdom",2010,"75+ years","female",89,2944062
"956","United Kingdom",2010,"15-24 years","female",106,3995780
"957","United Kingdom",2010,"5-14 years","female",3,3426430
"958","United Kingdom",2010,"5-14 years","male",1,3586875
"959","United Kingdom",2011,"35-54 years","male",1611,8617712
"960","United Kingdom",2011,"25-34 years","male",553,4222804
"961","United Kingdom",2011,"55-74 years","male",708,6253024
"962","United Kingdom",2011,"75+ years","male",207,2013814
"963","United Kingdom",2011,"15-24 years","male",346,4236989
"964","United Kingdom",2011,"35-54 years","female",417,8790957
"965","United Kingdom",2011,"55-74 years","female",235,6652911
"966","United Kingdom",2011,"25-34 years","female",134,4094631
"967","United Kingdom",2011,"15-24 years","female",100,4001855
"968","United Kingdom",2011,"75+ years","female",70,2973876
"969","United Kingdom",2011,"5-14 years","male",8,3594112
"970","United Kingdom",2011,"5-14 years","female",4,3429167
"971","United Kingdom",2012,"35-54 years","male",1587,8673006
"972","United Kingdom",2012,"25-34 years","male",597,4261254
"973","United Kingdom",2012,"55-74 years","male",739,6392214
"974","United Kingdom",2012,"75+ years","male",215,2043034
"975","United Kingdom",2012,"15-24 years","male",364,4204765
"976","United Kingdom",2012,"35-54 years","female",403,8852151
"977","United Kingdom",2012,"25-34 years","female",153,4296499
"978","United Kingdom",2012,"55-74 years","female",211,6737405
"979","United Kingdom",2012,"75+ years","female",93,2976921
"980","United Kingdom",2012,"15-24 years","female",70,4054017
"981","United Kingdom",2012,"5-14 years","male",10,3695552
"982","United Kingdom",2012,"5-14 years","female",2,3521812
"983","United Kingdom",2013,"35-54 years","male",1743,8656572
"984","United Kingdom",2013,"55-74 years","male",908,6488882
"985","United Kingdom",2013,"25-34 years","male",586,4320298
"986","United Kingdom",2013,"75+ years","male",258,2096518
"987","United Kingdom",2013,"15-24 years","male",331,4180873
"988","United Kingdom",2013,"35-54 years","female",449,8837469
"989","United Kingdom",2013,"75+ years","female",103,3004685
"990","United Kingdom",2013,"55-74 years","female",232,6839180
"991","United Kingdom",2013,"25-34 years","female",124,4356539
"992","United Kingdom",2013,"15-24 years","female",81,4017291
"993","United Kingdom",2013,"5-14 years","male",5,3734237
"994","United Kingdom",2013,"5-14 years","female",4,3559249
"995","United Kingdom",2014,"35-54 years","male",1692,8665195
"996","United Kingdom",2014,"25-34 years","male",602,4360457
"997","United Kingdom",2014,"55-74 years","male",827,6597480
"998","United Kingdom",2014,"75+ years","male",257,2158742
"999","United Kingdom",2014,"15-24 years","male",332,4171187
"1000","United Kingdom",2014,"35-54 years","female",462,8850139
"1001","United Kingdom",2014,"55-74 years","female",262,6952444
"1002","United Kingdom",2014,"25-34 years","female",155,4388346
"1003","United Kingdom",2014,"75+ years","female",83,3052672
"1004","United Kingdom",2014,"15-24 years","female",103,3992566
"1005","United Kingdom",2014,"5-14 years","male",7,3778321
"1006","United Kingdom",2014,"5-14 years","female",6,3602933
"1007","United Kingdom",2015,"35-54 years","male",1579,8692440
"1008","United Kingdom",2015,"25-34 years","male",596,4408293
"1009","United Kingdom",2015,"55-74 years","male",906,6716557
"1010","United Kingdom",2015,"75+ years","male",273,2200958
"1011","United Kingdom",2015,"15-24 years","male",374,4151992
"1012","United Kingdom",2015,"35-54 years","female",473,8881944
"1013","United Kingdom",2015,"55-74 years","female",306,7075576
"1014","United Kingdom",2015,"25-34 years","female",181,4414464
"1015","United Kingdom",2015,"75+ years","female",108,3070457
"1016","United Kingdom",2015,"15-24 years","female",104,3966564
"1017","United Kingdom",2015,"5-14 years","female",6,3663221
"1018","United Kingdom",2015,"5-14 years","male",4,3840476
"1019","Uzbekistan",1990,"35-54 years","male",343,1491700
"1020","Uzbekistan",1990,"55-74 years","male",129,660200
"1021","Uzbekistan",1990,"25-34 years","male",283,1638100
"1022","Uzbekistan",1990,"75+ years","male",20,118300
"1023","Uzbekistan",1990,"75+ years","female",27,218400
"1024","Uzbekistan",1990,"15-24 years","male",191,1955700
"1025","Uzbekistan",1990,"55-74 years","female",77,856800
"1026","Uzbekistan",1990,"35-54 years","female",105,1507400
"1027","Uzbekistan",1990,"15-24 years","female",135,1956300
"1028","Uzbekistan",1990,"25-34 years","female",87,1664200
"1029","Uzbekistan",1990,"5-14 years","male",42,2574400
"1030","Uzbekistan",1990,"5-14 years","female",20,2524200
"1031","Uzbekistan",1991,"35-54 years","male",353,1510300
"1032","Uzbekistan",1991,"55-74 years","male",119,668000
"1033","Uzbekistan",1991,"25-34 years","male",289,1648400
"1034","Uzbekistan",1991,"75+ years","male",20,115500
"1035","Uzbekistan",1991,"75+ years","female",30,216200
"1036","Uzbekistan",1991,"15-24 years","male",209,1970700
"1037","Uzbekistan",1991,"55-74 years","female",57,856200
"1038","Uzbekistan",1991,"15-24 years","female",117,1965200
"1039","Uzbekistan",1991,"35-54 years","female",71,1531100
"1040","Uzbekistan",1991,"25-34 years","female",72,1684500
"1041","Uzbekistan",1991,"5-14 years","male",49,2615200
"1042","Uzbekistan",1991,"5-14 years","female",7,2566500
"1043","Uzbekistan",1992,"35-54 years","male",308,1586100
"1044","Uzbekistan",1992,"75+ years","male",19,125500
"1045","Uzbekistan",1992,"55-74 years","male",105,701800
"1046","Uzbekistan",1992,"25-34 years","male",258,1741600
"1047","Uzbekistan",1992,"75+ years","female",29,232900
"1048","Uzbekistan",1992,"15-24 years","male",257,2079600
"1049","Uzbekistan",1992,"55-74 years","female",57,912800
"1050","Uzbekistan",1992,"15-24 years","female",108,2081800
"1051","Uzbekistan",1992,"25-34 years","female",81,1769700
"1052","Uzbekistan",1992,"35-54 years","female",65,1603900
"1053","Uzbekistan",1992,"5-14 years","male",49,2737500
"1054","Uzbekistan",1992,"5-14 years","female",8,2683800
"1055","Uzbekistan",1993,"35-54 years","male",332,1635000
"1056","Uzbekistan",1993,"75+ years","male",19,113000
"1057","Uzbekistan",1993,"25-34 years","male",278,1714500
"1058","Uzbekistan",1993,"55-74 years","male",111,730700
"1059","Uzbekistan",1993,"75+ years","female",23,220200
"1060","Uzbekistan",1993,"15-24 years","male",218,2098300
"1061","Uzbekistan",1993,"55-74 years","female",60,917800
"1062","Uzbekistan",1993,"15-24 years","female",117,2084700
"1063","Uzbekistan",1993,"25-34 years","female",83,1763900
"1064","Uzbekistan",1993,"35-54 years","female",60,1656100
"1065","Uzbekistan",1993,"5-14 years","male",47,2817200
"1066","Uzbekistan",1993,"5-14 years","female",7,2757900
"1067","Uzbekistan",1994,"35-54 years","male",374,1737700
"1068","Uzbekistan",1994,"55-74 years","male",151,786400
"1069","Uzbekistan",1994,"25-34 years","male",264,1703700
"1070","Uzbekistan",1994,"75+ years","female",25,204700
"1071","Uzbekistan",1994,"15-24 years","male",246,2158200
"1072","Uzbekistan",1994,"75+ years","male",10,95300
"1073","Uzbekistan",1994,"55-74 years","female",53,940400
"1074","Uzbekistan",1994,"15-24 years","female",110,2132800
"1075","Uzbekistan",1994,"25-34 years","female",77,1759900
"1076","Uzbekistan",1994,"35-54 years","female",74,1774300
"1077","Uzbekistan",1994,"5-14 years","male",32,2960900
"1078","Uzbekistan",1994,"5-14 years","female",3,2890400
"1079","Uzbekistan",1995,"35-54 years","male",423,1817200
"1080","Uzbekistan",1995,"55-74 years","male",171,811900
"1081","Uzbekistan",1995,"25-34 years","male",275,1714800
"1082","Uzbekistan",1995,"75+ years","male",11,92900
"1083","Uzbekistan",1995,"15-24 years","male",236,2206700
"1084","Uzbekistan",1995,"75+ years","female",15,199900
"1085","Uzbekistan",1995,"55-74 years","female",64,957100
"1086","Uzbekistan",1995,"25-34 years","female",80,1772700
"1087","Uzbekistan",1995,"35-54 years","female",77,1856300
"1088","Uzbekistan",1995,"15-24 years","female",88,2170200
"1089","Uzbekistan",1995,"5-14 years","male",38,3038700
"1090","Uzbekistan",1995,"5-14 years","female",7,2960600
"1091","Uzbekistan",1996,"35-54 years","male",496,1864100
"1092","Uzbekistan",1996,"55-74 years","male",195,819300
"1093","Uzbekistan",1996,"25-34 years","male",334,1725200
"1094","Uzbekistan",1996,"75+ years","male",12,92400
"1095","Uzbekistan",1996,"15-24 years","male",255,2231200
"1096","Uzbekistan",1996,"75+ years","female",18,199600
"1097","Uzbekistan",1996,"55-74 years","female",55,959900
"1098","Uzbekistan",1996,"25-34 years","female",99,1783300
"1099","Uzbekistan",1996,"15-24 years","female",111,2192000
"1100","Uzbekistan",1996,"35-54 years","female",74,1906900
"1101","Uzbekistan",1996,"5-14 years","male",40,3080500
"1102","Uzbekistan",1996,"5-14 years","female",10,3000100
"1103","Uzbekistan",1997,"35-54 years","male",415,1958400
"1104","Uzbekistan",1997,"55-74 years","male",165,832200
"1105","Uzbekistan",1997,"25-34 years","male",298,1751200
"1106","Uzbekistan",1997,"75+ years","male",13,93200
"1107","Uzbekistan",1997,"15-24 years","male",278,2279700
"1108","Uzbekistan",1997,"75+ years","female",13,202000
"1109","Uzbekistan",1997,"15-24 years","female",120,2240100
"1110","Uzbekistan",1997,"25-34 years","female",88,1803700
"1111","Uzbekistan",1997,"55-74 years","female",44,961600
"1112","Uzbekistan",1997,"35-54 years","female",74,2011500
"1113","Uzbekistan",1997,"5-14 years","male",37,3159000
"1114","Uzbekistan",1997,"5-14 years","female",9,3071700
"1115","Uzbekistan",1998,"35-54 years","male",460,2062500
"1116","Uzbekistan",1998,"55-74 years","male",160,832800
"1117","Uzbekistan",1998,"25-34 years","male",302,1782600
"1118","Uzbekistan",1998,"75+ years","male",11,94200
"1119","Uzbekistan",1998,"15-24 years","male",266,2334400
"1120","Uzbekistan",1998,"15-24 years","female",152,2298600
"1121","Uzbekistan",1998,"75+ years","female",12,204400
"1122","Uzbekistan",1998,"25-34 years","female",94,1823300
"1123","Uzbekistan",1998,"55-74 years","female",42,950300
"1124","Uzbekistan",1998,"35-54 years","female",61,2129600
"1125","Uzbekistan",1998,"5-14 years","male",53,3222800
"1126","Uzbekistan",1998,"5-14 years","female",7,3125700
"1127","Uzbekistan",1999,"35-54 years","male",491,2177216
"1128","Uzbekistan",1999,"25-34 years","male",361,1811725
"1129","Uzbekistan",1999,"55-74 years","male",123,818124
"1130","Uzbekistan",1999,"15-24 years","male",328,2406752
"1131","Uzbekistan",1999,"75+ years","male",13,98024
"1132","Uzbekistan",1999,"15-24 years","female",163,2369338
"1133","Uzbekistan",1999,"75+ years","female",13,209948
"1134","Uzbekistan",1999,"25-34 years","female",98,1842587
"1135","Uzbekistan",1999,"55-74 years","female",39,923365
"1136","Uzbekistan",1999,"35-54 years","female",89,2257145
"1137","Uzbekistan",1999,"5-14 years","male",59,3260451
"1138","Uzbekistan",1999,"5-14 years","female",18,3155241
"1139","Uzbekistan",2000,"35-54 years","male",528,2289656
"1140","Uzbekistan",2000,"25-34 years","male",355,1843476
"1141","Uzbekistan",2000,"55-74 years","male",153,802122
"1142","Uzbekistan",2000,"15-24 years","male",350,2492264
"1143","Uzbekistan",2000,"75+ years","male",12,104358
"1144","Uzbekistan",2000,"75+ years","female",19,217711
"1145","Uzbekistan",2000,"15-24 years","female",180,2451893
"1146","Uzbekistan",2000,"25-34 years","female",106,1864696
"1147","Uzbekistan",2000,"55-74 years","female",48,896059
"1148","Uzbekistan",2000,"35-54 years","female",98,2381166
"1149","Uzbekistan",2000,"5-14 years","male",57,3279407
"1150","Uzbekistan",2000,"5-14 years","female",13,3166259
"1151","Uzbekistan",2001,"35-54 years","male",513,2389813
"1152","Uzbekistan",2001,"25-34 years","male",377,1884542
"1153","Uzbekistan",2001,"55-74 years","male",130,792247
"1154","Uzbekistan",2001,"15-24 years","male",363,2580294
"1155","Uzbekistan",2001,"75+ years","male",15,112545
"1156","Uzbekistan",2001,"75+ years","female",16,223250
"1157","Uzbekistan",2001,"15-24 years","female",176,2538466
"1158","Uzbekistan",2001,"25-34 years","female",109,1895215
"1159","Uzbekistan",2001,"55-74 years","female",40,881227
"1160","Uzbekistan",2001,"35-54 years","female",93,2492917
"1161","Uzbekistan",2001,"5-14 years","male",64,3281449
"1162","Uzbekistan",2001,"5-14 years","female",18,3159562
"1163","Uzbekistan",2002,"35-54 years","male",398,2474921
"1164","Uzbekistan",2002,"25-34 years","male",288,1927000
"1165","Uzbekistan",2002,"75+ years","male",17,123916
"1166","Uzbekistan",2002,"55-74 years","male",100,789412
"1167","Uzbekistan",2002,"15-24 years","male",325,2672936
"1168","Uzbekistan",2002,"75+ years","female",14,230394
"1169","Uzbekistan",2002,"25-34 years","female",107,1930142
"1170","Uzbekistan",2002,"15-24 years","female",141,2627925
"1171","Uzbekistan",2002,"35-54 years","female",91,2586025
"1172","Uzbekistan",2002,"55-74 years","female",27,877155
"1173","Uzbekistan",2002,"5-14 years","male",49,3260824
"1174","Uzbekistan",2002,"5-14 years","female",19,3131606
"1175","Uzbekistan",2003,"35-54 years","male",385,2557625
"1176","Uzbekistan",2003,"25-34 years","male",259,1966790
"1177","Uzbekistan",2003,"55-74 years","male",100,790059
"1178","Uzbekistan",2003,"75+ years","male",13,134173
"1179","Uzbekistan",2003,"15-24 years","male",235,2762675
"1180","Uzbekistan",2003,"15-24 years","female",151,2713618
"1181","Uzbekistan",2003,"25-34 years","female",99,1962726
"1182","Uzbekistan",2003,"75+ years","female",10,237495
"1183","Uzbekistan",2003,"55-74 years","female",31,877339
"1184","Uzbekistan",2003,"35-54 years","female",77,2675118
"1185","Uzbekistan",2003,"5-14 years","male",45,3219722
"1186","Uzbekistan",2003,"5-14 years","female",11,3085543
"1187","Uzbekistan",2004,"35-54 years","male",350,2639741
"1188","Uzbekistan",2004,"25-34 years","male",234,2012929
"1189","Uzbekistan",2004,"55-74 years","male",84,792630
"1190","Uzbekistan",2004,"15-24 years","male",237,2836903
"1191","Uzbekistan",2004,"75+ years","male",9,145877
"1192","Uzbekistan",2004,"15-24 years","female",137,2782222
"1193","Uzbekistan",2004,"75+ years","female",10,247300
"1194","Uzbekistan",2004,"25-34 years","female",69,2003119
"1195","Uzbekistan",2004,"35-54 years","female",70,2761019
"1196","Uzbekistan",2004,"55-74 years","female",18,880059
"1197","Uzbekistan",2004,"5-14 years","male",29,3167129
"1198","Uzbekistan",2004,"5-14 years","female",4,3031913
"1199","Uzbekistan",2005,"35-54 years","male",362,2712283
"1200","Uzbekistan",2005,"55-74 years","male",94,808793
"1201","Uzbekistan",2005,"25-34 years","male",238,2060925
"1202","Uzbekistan",2005,"75+ years","male",13,154634
"1203","Uzbekistan",2005,"15-24 years","male",184,2907415
"1204","Uzbekistan",2005,"15-24 years","female",114,2846661
"1205","Uzbekistan",2005,"25-34 years","female",69,2045225
"1206","Uzbekistan",2005,"35-54 years","female",79,2836489
"1207","Uzbekistan",2005,"75+ years","female",7,255163
"1208","Uzbekistan",2005,"55-74 years","female",21,896756
"1209","Uzbekistan",2005,"5-14 years","male",30,3105255
"1210","Uzbekistan",2005,"5-14 years","female",10,2970748
"1211","Uzbekistan",2009,"35-54 years","male",404,3072025
"1212","Uzbekistan",2009,"25-34 years","male",252,2295850
"1213","Uzbekistan",2009,"55-74 years","male",81,985960
"1214","Uzbekistan",2009,"15-24 years","male",242,3176656
"1215","Uzbekistan",2009,"15-24 years","female",186,3079271
"1216","Uzbekistan",2009,"25-34 years","female",85,2313972
"1217","Uzbekistan",2009,"75+ years","male",7,192006
"1218","Uzbekistan",2009,"75+ years","female",7,318983
"1219","Uzbekistan",2009,"35-54 years","female",65,3263931
"1220","Uzbekistan",2009,"55-74 years","female",15,1105076
"1221","Uzbekistan",2009,"5-14 years","male",37,2805898
"1222","Uzbekistan",2009,"5-14 years","female",18,2678474
"1223","Uzbekistan",2010,"35-54 years","male",371,3142694
"1224","Uzbekistan",2010,"25-34 years","male",235,2375259
"1225","Uzbekistan",2010,"55-74 years","male",102,1036963
"1226","Uzbekistan",2010,"15-24 years","male",246,3208299
"1227","Uzbekistan",2010,"15-24 years","female",208,3098743
"1228","Uzbekistan",2010,"75+ years","male",9,196160
"1229","Uzbekistan",2010,"25-34 years","female",93,2391172
"1230","Uzbekistan",2010,"35-54 years","female",101,3339076
"1231","Uzbekistan",2010,"5-14 years","male",48,2751752
"1232","Uzbekistan",2010,"75+ years","female",5,322899
"1233","Uzbekistan",2010,"55-74 years","female",16,1161422
"1234","Uzbekistan",2010,"5-14 years","female",30,2627344
"1235","Uzbekistan",2011,"35-54 years","male",457,3204569
"1236","Uzbekistan",2011,"25-34 years","male",271,2457050
"1237","Uzbekistan",2011,"15-24 years","male",264,3211080
"1238","Uzbekistan",2011,"15-24 years","female",248,3092119
"1239","Uzbekistan",2011,"55-74 years","male",76,1086405
"1240","Uzbekistan",2011,"25-34 years","female",139,2469295
"1241","Uzbekistan",2011,"75+ years","male",10,204956
"1242","Uzbekistan",2011,"35-54 years","female",78,3404363
"1243","Uzbekistan",2011,"5-14 years","male",45,2710780
"1244","Uzbekistan",2011,"55-74 years","female",19,1218296
"1245","Uzbekistan",2011,"75+ years","female",5,330662
"1246","Uzbekistan",2011,"5-14 years","female",28,2588474
"1247","Uzbekistan",2012,"35-54 years","male",404,3273281
"1248","Uzbekistan",2012,"55-74 years","male",133,1141487
"1249","Uzbekistan",2012,"25-34 years","male",290,2548472
"1250","Uzbekistan",2012,"15-24 years","female",333,3072826
"1251","Uzbekistan",2012,"15-24 years","male",311,3199204
"1252","Uzbekistan",2012,"75+ years","male",15,213713
"1253","Uzbekistan",2012,"25-34 years","female",148,2556673
"1254","Uzbekistan",2012,"35-54 years","female",89,3474788
"1255","Uzbekistan",2012,"5-14 years","male",67,2701361
"1256","Uzbekistan",2012,"55-74 years","female",25,1283060
"1257","Uzbekistan",2012,"75+ years","female",4,338557
"1258","Uzbekistan",2012,"5-14 years","female",16,2578408
"1259","Uzbekistan",2013,"35-54 years","male",481,3346411
"1260","Uzbekistan",2013,"25-34 years","male",328,2644648
"1261","Uzbekistan",2013,"15-24 years","female",323,3039740
"1262","Uzbekistan",2013,"15-24 years","male",320,3171202
"1263","Uzbekistan",2013,"55-74 years","male",119,1202790
"1264","Uzbekistan",2013,"75+ years","male",13,221002
"1265","Uzbekistan",2013,"25-34 years","female",146,2647820
"1266","Uzbekistan",2013,"35-54 years","female",99,3547895
"1267","Uzbekistan",2013,"75+ years","female",8,345180
"1268","Uzbekistan",2013,"5-14 years","male",61,2720938
"1269","Uzbekistan",2013,"55-74 years","female",21,1356298
"1270","Uzbekistan",2013,"5-14 years","female",31,2595000
"1271","Uzbekistan",2014,"35-54 years","male",519,3421300
"1272","Uzbekistan",2014,"25-34 years","male",318,2739150
"1273","Uzbekistan",2014,"15-24 years","female",347,2992817
"1274","Uzbekistan",2014,"55-74 years","male",144,1271111
"1275","Uzbekistan",2014,"15-24 years","male",347,3126905
"1276","Uzbekistan",2014,"75+ years","male",17,224995
"1277","Uzbekistan",2014,"25-34 years","female",162,2735238
"1278","Uzbekistan",2014,"35-54 years","female",107,3620833
"1279","Uzbekistan",2014,"75+ years","female",9,348465
"1280","Uzbekistan",2014,"5-14 years","male",60,2762158
"1281","Uzbekistan",2014,"5-14 years","female",44,2631600
"1282","Uzbekistan",2014,"55-74 years","female",21,1438935
